"","logFC","logCPM","PValue","FDR"
"ENSMUSG00000051238",-0.600339005249251,3.37255564028804,0.000451796114586627,0.00242967350957753
"ENSMUSG00000030403",-0.600304586234689,6.71171756231583,7.70553622108378e-05,0.000526740150796882
"ENSMUSG00000027247",-0.600163961404068,5.8966291666293,4.36633394266654e-05,0.000319865962119122
"ENSMUSG00000059866",-0.600032053548905,3.75779994238565,1.06126595238185e-05,9.27267726071012e-05
"ENSMUSG00000020843",-0.599290449085843,4.2224702509824,0.00111016216516013,0.00518860080932072
"ENSMUSG00000032294",-0.598709314573795,10.3101502624934,0.000254715427119579,0.00149695259463809
"ENSMUSG00000006386",-0.597727805431026,2.69124289701923,0.000552804038560414,0.00287657631356402
"ENSMUSG00000034659",-0.597644768938882,3.62061385207431,9.07623406581189e-05,0.000609580583900011
"ENSMUSG00000024429",-0.59726237110528,5.25205382454683,9.91361570960547e-06,8.70926630113387e-05
"ENSMUSG00000017858",-0.597186537405616,5.34983843902823,8.21390545220639e-07,9.2550467745552e-06
"ENSMUSG00000027940",-0.596779502445413,7.30501494958526,4.36039154567855e-05,0.000319638871780673
"ENSMUSG00000031995",-0.596450762749653,5.70164622840045,1.09413497663483e-05,9.53024617525846e-05
"ENSMUSG00000026980",-0.59605652381374,7.91979964974507,2.32743160928065e-05,0.000185353884181027
"ENSMUSG00000066362",-0.595972493371496,3.61615479140776,0.00150014759443869,0.00666501766079141
"ENSMUSG00000028878",-0.595880020013796,4.6638317473795,1.74471304792972e-06,1.81558378166225e-05
"ENSMUSG00000072235",-0.59567760914282,5.68747866354379,0.000526087107139421,0.002760545739516
"ENSMUSG00000036752",-0.595058948593869,8.42688539521106,0.000878114224518555,0.00425987681393924
"ENSMUSG00000045690",-0.594927531238718,3.08436366957898,0.00033959684967687,0.00190557214302216
"ENSMUSG00000051065",-0.594829917932461,4.22231008943231,4.93009970119073e-06,4.65092039764176e-05
"ENSMUSG00000026123",-0.594790742178883,5.37791775599361,2.68681251507774e-06,2.68323327993332e-05
"ENSMUSG00000026209",-0.594277494577321,6.0158260152822,8.95733373306517e-05,0.000602423551604772
"ENSMUSG00000073403",-0.593875849397175,4.41045581340903,7.63880689805991e-06,6.94408921331315e-05
"ENSMUSG00000019564",-0.593814874591575,3.58847250767573,0.000143322884993973,0.000913125122808626
"ENSMUSG00000018770",-0.593135538352853,6.76950616733935,0.000239749134323245,0.00142310065104582
"ENSMUSG00000022871",-0.592835969558507,4.01047324736325,9.22844226912974e-06,8.19698525405718e-05
"ENSMUSG00000049932",-0.592649111760941,7.13934272183322,0.000496749172258806,0.00263363717211234
"ENSMUSG00000020534",-0.592464720237383,6.64779528540981,1.7349478792308e-05,0.000143031443562686
"ENSMUSG00000024640",-0.591321789714898,8.27625828891811,3.96606640297868e-05,0.000294338573805281
"ENSMUSG00000008475",-0.59099693945201,5.54874137503564,0.000147528408292158,0.000937263814262888
"ENSMUSG00000046865",-0.590989051877973,4.9701403277175,1.41187201201387e-05,0.000119822647359215
"ENSMUSG00000035215",-0.590919961918934,3.26803087596509,0.000768273013016395,0.00382097745748313
"ENSMUSG00000059634",-0.590817906271602,3.91280525711422,0.000211807742579812,0.00128190423321312
"ENSMUSG00000042364",-0.590141317636096,6.86723686238012,3.83292449414489e-05,0.000285627806074614
"ENSMUSG00000082121",-0.5897592769474,2.97076399873706,0.00236901419009203,0.00962412014724888
"ENSMUSG00000031622",-0.58971598164213,7.0108103471038,6.22810639357772e-05,0.00043608378826763
"ENSMUSG00000025794",-0.589550768514981,8.89945140720554,0.000349834140661211,0.00194939787499273
"ENSMUSG00000052146",-0.58867372356836,7.92844745466098,0.000201832528543004,0.0012321426620337
"ENSMUSG00000060938",-0.588495700598161,8.10247295142363,0.000564106503889622,0.00292321550057088
"ENSMUSG00000024248",-0.588434281270579,4.96180968983035,2.14372461895357e-05,0.000172556788404674
"ENSMUSG00000031402",-0.588114890994541,4.97961900693443,2.37655081110556e-06,2.40759584422361e-05
"ENSMUSG00000025504",-0.587415270807044,3.35215997868696,9.72375032349908e-05,0.000647386455818514
"ENSMUSG00000073987",-0.5871388608258,2.98102953566346,0.00244687476000139,0.00989752038712794
"ENSMUSG00000006024",-0.586784573863007,5.89136556105993,2.29080528035193e-05,0.000182695782819557
"ENSMUSG00000030208",-0.586468193852766,3.46298282823268,0.000282052860701952,0.00162733936305462
"ENSMUSG00000015291",-0.585956717012622,5.30233208628157,4.59369345365035e-05,0.000334776946767973
"ENSMUSG00000006567",-0.58589123047522,2.36338567864972,0.001364684273609,0.00618535858796177
"ENSMUSG00000030868",-0.585886734858241,4.48457917330656,7.64921080433936e-06,6.9441987866328e-05
"ENSMUSG00000023832",-0.585546102802189,5.1019175492789,0.000185095860572035,0.00114551620920888
"ENSMUSG00000026628",-0.585058578143761,3.12074628098224,0.000351885358714227,0.00195694899047551
"ENSMUSG00000048365",-0.584915402282582,2.14981906899179,0.00165187865771972,0.00720254963398922
"ENSMUSG00000032398",-0.584418621383037,3.45301764668227,0.000369902688931449,0.0020409988896144
"ENSMUSG00000020956",-0.58439713278982,3.333640770559,0.000101538851345793,0.000673233716617599
"ENSMUSG00000060128",-0.584365565672655,3.33841910175452,0.000813419110392194,0.0039960235458105
"ENSMUSG00000028367",-0.584153695517747,7.11682920315023,0.00021738851863403,0.00130933791753598
"ENSMUSG00000024304",-0.583204417152728,3.34517351601981,0.000579258558015315,0.0029903818327159
"ENSMUSG00000039157",-0.582794435555776,5.16825469187247,1.87081927206741e-06,1.93892743911503e-05
"ENSMUSG00000048878",-0.582783116218261,5.2633739342623,2.1396876854761e-05,0.00017235521506575
"ENSMUSG00000047414",-0.58251435023721,3.53507395671409,2.95929216282976e-05,0.000228960001522972
"ENSMUSG00000025402",-0.58246190265343,3.42480043657937,0.000232470418530454,0.00138975537287345
"ENSMUSG00000030852",-0.582370335860195,5.61546027779858,0.000279186901336099,0.0016149468649817
"ENSMUSG00000020227",-0.581460209812154,4.50929652422155,6.10776827768736e-06,5.66681966028006e-05
"ENSMUSG00000020190",-0.581309223066151,4.9653357319302,4.92487789432492e-06,4.64989520753012e-05
"ENSMUSG00000020736",-0.581057279142774,2.74995305561146,0.000929385339180925,0.00445945370365671
"ENSMUSG00000021939",-0.581015543031809,6.79972202588854,4.50995839772417e-05,0.00032888769249292
"ENSMUSG00000000740",-0.581011446029677,8.71206312363629,0.000323249516397283,0.00182844105225727
"ENSMUSG00000055302",-0.580676998007512,7.7269697162339,0.000836629928401266,0.00409573510878199
"ENSMUSG00000031387",-0.580630473114102,6.38803146822468,8.82687790791994e-05,0.000594716848858956
"ENSMUSG00000073155",-0.580391320717066,4.40643571731949,1.42134640471162e-05,0.000120263659300092
"ENSMUSG00000062963",-0.580297490003441,5.27308393157132,3.28612859343574e-05,0.000251206771129741
"ENSMUSG00000037570",-0.580285471320961,5.79521598862716,0.000200252948745466,0.00122382848295803
"ENSMUSG00000020925",-0.57990768636669,6.6889105366229,0.000217241927259539,0.0013091562015185
"ENSMUSG00000024104",-0.579598705919801,6.82798146603736,2.05286684868627e-05,0.00016619501593576
"ENSMUSG00000084128",-0.578974615613661,3.45143524936989,0.000155148619401123,0.00098124084654985
"ENSMUSG00000040564",-0.57850485304417,4.13114550020986,0.000966560043405608,0.00460159512620494
"ENSMUSG00000030316",-0.578416236991151,4.72008910579002,3.61156611123261e-06,3.49200867762774e-05
"ENSMUSG00000019370",-0.578188426247107,6.65645532136358,0.000359149660640367,0.00199143882342255
"ENSMUSG00000025132",-0.577850029037913,7.03999237355394,6.94074268320361e-05,0.000479120021317524
"ENSMUSG00000090600",-0.576595238477953,9.12562408155921,0.000315195274420823,0.00179099083419007
"ENSMUSG00000020432",-0.576477338395607,4.07688771363289,3.82608106622123e-05,0.000285306907093221
"ENSMUSG00000057841",-0.576402478966066,8.9763336041743,0.000306722110562962,0.00174815744901956
"ENSMUSG00000031799",-0.575967734184032,6.27357575530242,0.000255100782432362,0.00149718595952605
"ENSMUSG00000064080",-0.575436978292226,1.96690928987125,0.00213151267889396,0.0088250589374678
"ENSMUSG00000028923",-0.575060659785713,4.82478887316804,0.000289187741701221,0.00165998782819307
"ENSMUSG00000027454",-0.574268480178208,4.94825101720707,5.46403559754465e-05,0.000390362644818231
"ENSMUSG00000028081",-0.573875897673437,8.37426985278551,0.000249403598527059,0.00146911653506379
"ENSMUSG00000036845",-0.573682452580227,3.18928836858466,0.000537577903249554,0.00280773967582036
"ENSMUSG00000020888",-0.573661432308794,5.64676959579417,1.84946247253933e-05,0.00015114248185832
"ENSMUSG00000021403",-0.573445817703778,2.81874733801976,0.00155644479153019,0.00686900379935518
"ENSMUSG00000042010",-0.57336681831138,5.14236871739543,3.77089283030005e-05,0.000281939427371836
"ENSMUSG00000087590",-0.573356983988355,3.78450762360394,0.000255346653401982,0.00149784721831262
"ENSMUSG00000049792",-0.57331330205294,3.74434327271561,0.000153255826988435,0.000970908041963352
"ENSMUSG00000025140",-0.573231201682301,5.15544414531045,2.35846805901486e-06,2.39782909607245e-05
"ENSMUSG00000022292",-0.572329479832632,3.46107880149356,0.000159336834956008,0.00100490337020769
"ENSMUSG00000042572",-0.57168868891591,5.89705926540962,6.0122254658834e-05,0.000423605735362524
"ENSMUSG00000063229",-0.571541945461031,8.12202715078908,0.00180206215203,0.00771641626795062
"ENSMUSG00000042870",-0.571464862194494,4.23390189610469,8.99288502749665e-06,8.00672938513063e-05
"ENSMUSG00000034449",-0.571154418271217,2.27625163772692,0.0019388604171254,0.00819334287507522
"ENSMUSG00000029175",-0.571005790252638,4.61190943245757,1.51008610374674e-05,0.000126534413089658
"ENSMUSG00000057948",-0.570871108075497,6.04410694254091,0.00020377323524346,0.00123995131510428
"ENSMUSG00000022199",-0.570749145857222,3.26585393444544,0.000327520110494318,0.00184887733057661
"ENSMUSG00000032898",-0.570662120764639,5.10797630068527,4.87182835140501e-06,4.60754497994527e-05
"ENSMUSG00000026829",-0.570305034205939,2.34536621763971,0.00179352662348613,0.00768898470495675
"ENSMUSG00000042406",-0.570120706525646,8.23002172255713,0.000204832124185292,0.00124437451996954
"ENSMUSG00000037152",-0.569672390389696,4.52038730722369,9.3991243668573e-05,0.000628004477155736
"ENSMUSG00000003528",-0.569505736399764,5.10407837309094,1.60749282769504e-05,0.000133502635505397
"ENSMUSG00000080268",-0.569204416856705,3.94869681663603,0.000236105800440091,0.00140551070722542
"ENSMUSG00000028140",-0.569108824278805,5.10671024630663,7.95691908992888e-06,7.17526504941863e-05
"ENSMUSG00000007815",-0.568685281471204,7.10175588914612,5.70268439803907e-05,0.000404840189747155
"ENSMUSG00000039976",-0.568108118873252,2.71958178042532,0.00224116912362629,0.0092112378637345
"ENSMUSG00000032381",-0.568085973180288,4.52237137839864,4.37696945977127e-05,0.000320436338379739
"ENSMUSG00000087455",-0.567892919643038,3.17118121184583,0.00080729200757451,0.00397286591911395
"ENSMUSG00000001228",-0.567531629459969,8.72174573631109,7.23999630543315e-05,0.000497723996414336
"ENSMUSG00000043445",-0.566328337354939,3.84661094882101,0.000366033239209424,0.00202362034164699
"ENSMUSG00000022452",-0.566124461064341,4.33934465705204,1.78075951426205e-05,0.000145739743361549
"ENSMUSG00000025035",-0.566029432295977,3.63950563019463,6.11795541326813e-05,0.000429708985772643
"ENSMUSG00000003135",-0.565877183364225,5.35290412520027,3.14844334735387e-05,0.000241667204375388
"ENSMUSG00000054793",-0.565608834930245,2.52882882439096,0.00220581153460731,0.00909045772365823
"ENSMUSG00000041926",-0.565288728421676,5.23282321193698,4.72235185195201e-05,0.000343263390919201
"ENSMUSG00000002812",-0.565059159725032,5.77358936899548,0.000119478122730811,0.000778407584071825
"ENSMUSG00000022686",-0.564704092834364,4.88939608762106,0.000940255504895041,0.00450292084326678
"ENSMUSG00000002985",-0.564380482878704,7.94033478707255,0.000111079287134592,0.000730459990542975
"ENSMUSG00000093674",-0.563971107991014,8.06108723853519,0.000549959601548795,0.00286442599324511
"ENSMUSG00000002580",-0.563889213059157,3.46127551391391,0.00137574087405305,0.0062129341882436
"ENSMUSG00000020232",-0.563735339914153,4.78753600648729,1.7003907840743e-05,0.000140698266128885
"ENSMUSG00000061981",-0.56373398403446,3.89342986747289,2.6832223740171e-05,0.00021055712209227
"ENSMUSG00000069268",-0.563220111875801,7.22417377750183,0.00159258067927507,0.00699910218618741
"ENSMUSG00000004455",-0.56320909268629,7.31896980225675,0.000470227098566113,0.00251795415398854
"ENSMUSG00000038000",-0.563095093648203,4.22210165892602,6.67225965078289e-05,0.000462859714824513
"ENSMUSG00000023971",-0.562173577100198,4.01493488144225,4.3226393151036e-05,0.000317285111607963
"ENSMUSG00000020610",-0.562066022676521,4.42886346877675,9.3719284225716e-06,8.29821536313524e-05
"ENSMUSG00000068922",-0.561710686303498,5.88516047392104,9.76329678267001e-05,0.000649634747462274
"ENSMUSG00000034509",-0.56152520404407,2.66034095742298,0.000964227219198933,0.00459243332481661
"ENSMUSG00000075705",-0.5614339788856,3.2753694718907,0.00130376690346724,0.00595243963844462
"ENSMUSG00000038398",-0.561196116852932,4.82380317115621,1.46206803181511e-05,0.000123245539863275
"ENSMUSG00000038578",-0.560896185920565,4.85671291291174,6.40787624454493e-05,0.000445894606249429
"ENSMUSG00000020857",-0.560540360494113,4.75049237766871,0.00243201089573497,0.00985157151388319
"ENSMUSG00000001924",-0.560469431204655,8.80521825637928,0.000198205448161296,0.0012146159479966
"ENSMUSG00000040888",-0.560431649663688,4.7323914024784,7.81178919457831e-05,0.000533355006029345
"ENSMUSG00000026281",-0.560094600302203,6.43805801416636,6.1676710267571e-05,0.000432121250441642
"ENSMUSG00000090862",-0.5600838380264,7.43879304725762,0.00113695673142979,0.00529183710468875
"ENSMUSG00000040511",-0.559996149025342,5.18728440267511,7.08673484701027e-06,6.48944082692431e-05
"ENSMUSG00000042650",-0.559652315441659,6.01215309045259,6.31641982937195e-05,0.000441168577523525
"ENSMUSG00000037526",-0.559355594788738,5.75895710281004,4.03642901318187e-05,0.000298812667894866
"ENSMUSG00000050856",-0.559047473822651,5.29403243404377,0.000425169665416464,0.00230856247590929
"ENSMUSG00000003031",-0.558948322752773,4.79292377515409,0.000237705312346194,0.00141428372345659
"ENSMUSG00000034932",-0.55888051048029,4.12058661238865,0.000130608049485454,0.000841290994623354
"ENSMUSG00000031887",-0.558223843440989,3.06933600044449,0.000517910433802646,0.00272654626784211
"ENSMUSG00000022332",-0.557910698859206,4.02674295587952,0.000172082861894983,0.00107373294271736
"ENSMUSG00000004936",-0.557668135956897,6.49993089411055,8.22763550841516e-05,0.000559031790284764
"ENSMUSG00000026480",-0.557629696513388,3.08217629134529,0.0013272694601284,0.00604012346383807
"ENSMUSG00000063856",-0.557585916097194,7.81979639621157,0.000349817240756053,0.00194939787499273
"ENSMUSG00000043964",-0.557389777299907,3.41490213803888,0.00233331327637306,0.0095238140808766
"ENSMUSG00000050973",-0.557306846258885,3.33232438641121,0.000280251685073285,0.00162027259570647
"ENSMUSG00000008892",-0.557205427404317,6.43440468360772,0.000511679665236587,0.002697532974958
"ENSMUSG00000004931",-0.557045140618007,4.71910867607509,5.54177009886135e-05,0.000395413735797563
"ENSMUSG00000048758",-0.556189863207681,5.26429721762443,0.000209761455321339,0.00127020331991839
"ENSMUSG00000022912",-0.555936315147081,5.84033214992465,0.00015760418895425,0.00099453372883869
"ENSMUSG00000028416",-0.555932313715564,5.34370306895242,1.76101669437498e-05,0.000144329760573992
"ENSMUSG00000027646",-0.555338003590781,5.87686191035853,6.81029840083456e-05,0.000470982813760053
"ENSMUSG00000041801",-0.555255203349433,4.28678136375079,3.34221838259343e-05,0.000254801665845852
"ENSMUSG00000069272",-0.554666590892135,4.81635208295176,0.00164507235334222,0.00717843950847235
"ENSMUSG00000024423",-0.554385238881553,6.976879253352,0.000349644149061745,0.00194939787499273
"ENSMUSG00000028673",-0.554100344698375,4.35879822152905,3.11711389855598e-05,0.000239511083447214
"ENSMUSG00000026202",-0.553600558886747,6.26185583925051,0.00245127373047634,0.00991174868723711
"ENSMUSG00000048234",-0.553398190139246,4.17247424967118,2.96049659594843e-05,0.000228960001522972
"ENSMUSG00000012296",-0.552898881386811,4.72042377943257,9.58799910934632e-06,8.46287676488221e-05
"ENSMUSG00000005949",-0.552811390141602,4.12066555662333,2.64082436728159e-05,0.000207664825245325
"ENSMUSG00000037353",-0.552701118253233,3.87201509857642,0.000233189561270741,0.00139183472212817
"ENSMUSG00000003380",-0.552548049108519,4.48711844081659,0.000121147941965169,0.000788373036688842
"ENSMUSG00000002767",-0.552406776546058,5.61098037103553,0.000227595819037894,0.00136206225922359
"ENSMUSG00000032388",-0.552365269449809,5.14776511357997,2.20327175527894e-05,0.000176843618045051
"ENSMUSG00000030513",-0.552262578000916,6.82649406699203,8.65458688127935e-05,0.000585212444257284
"ENSMUSG00000027342",-0.551778838914702,7.72697657988357,0.00036568527430879,0.00202349476769055
"ENSMUSG00000075592",-0.55171295406343,6.82230760945122,0.000518909024957167,0.0027305250283778
"ENSMUSG00000028657",-0.551681770099309,5.2919589969401,3.27419414689472e-05,0.000250635215669375
"ENSMUSG00000035953",-0.551433426784258,5.39692804377925,2.1065689175915e-05,0.000170048698537578
"ENSMUSG00000041870",-0.550058652045564,5.81953559560309,8.11646690177054e-05,0.000552479844494005
